t_	V_m_	I_Stim_	d_dVdt_	I_Na_	I_CaL_	I_Ca_junc_	I_Ca_sl_	I_Kur_	I_to_	I_Kr_	I_Kss_	I_K1_	I_NCX_	I_Cap_	I_Nak_	I_Nab_	I_Cab_	I_Cl_	J_SERCA_	J_SRCarel_	J_SRleak_	RyR_O_	RyR_R_	RyR_I_	RyR_RI_	Ca_junc_	Ca_sl_	Ca_i_	Ca_sr_	Na_junc_	Na_sl_	Na_myo_	K_i_	CaMKII_junc_	Phos_LCC_CK_	Phos_RyR_CK_	Phos_PLB_CK_
377.000000	-79.657534	0.000000	-0.000056	-0.000032	-0.000601	-0.000561	-0.000040	0.021335	0.000659	0.000343	0.069936	0.219292	-0.040007	0.010709	0.206372	-0.173623	-0.146594	-0.167734	0.017421	0.083935	5.913511	0.000007	0.629820	0.000004	0.370169	0.555467	0.143894	0.076543	498.761497	11.617961	11.617977	11.617983	135.000000	30.576165	79.918995	24.352172	1.601148
378.000000	-79.657592	0.000000	-0.000056	-0.000032	-0.000601	-0.000561	-0.000040	0.021335	0.000659	0.000343	0.069936	0.219292	-0.040007	0.010709	0.206372	-0.173623	-0.146594	-0.167734	0.017421	0.083935	5.913511	0.000007	0.630479	0.000004	0.369510	0.555711	0.143774	0.076517	498.949458	11.617943	11.617959	11.617966	135.000000	30.576165	79.918995	24.352172	1.601148
379.000000	-79.657649	0.000000	-0.000056	-0.000032	-0.000601	-0.000561	-0.000040	0.021335	0.000659	0.000343	0.069936	0.219292	-0.040007	0.010709	0.206372	-0.173623	-0.146594	-0.167734	0.017421	0.083935	5.913511	0.000007	0.631134	0.000004	0.368856	0.555954	0.143656	0.076490	499.136114	11.617926	11.617942	11.617948	135.000000	30.576165	79.918995	24.352172	1.601148
380.000000	-79.657705	0.000000	-0.000052	-0.000032	-0.000601	-0.000561	-0.000040	0.021337	0.000659	0.000343	0.069932	0.219259	-0.039933	0.010693	0.206367	-0.173623	-0.146617	-0.167732	0.017177	0.084808	5.920651	0.000007	0.631783	0.000004	0.368206	0.556196	0.143540	0.076464	499.321474	11.617909	11.617924	11.617931	135.000000	30.169680	79.867428	24.340653	1.599933
381.000000	-79.657760	0.000000	-0.000052	-0.000032	-0.000601	-0.000561	-0.000040	0.021337	0.000659	0.000343	0.069932	0.219259	-0.039933	0.010693	0.206367	-0.173623	-0.146617	-0.167732	0.017177	0.084808	5.920651	0.000007	0.632429	0.000004	0.367560	0.556438	0.143424	0.076438	499.505550	11.617891	11.617907	11.617913	135.000000	30.169680	79.867428	24.340653	1.599933
382.000000	-79.657813	0.000000	-0.000052	-0.000032	-0.000601	-0.000561	-0.000040	0.021337	0.000659	0.000343	0.069932	0.219259	-0.039933	0.010693	0.206367	-0.173623	-0.146617	-0.167732	0.017177	0.084808	5.920651	0.000007	0.633070	0.000004	0.366919	0.556678	0.143310	0.076412	499.688352	11.617874	11.617889	11.617896	135.000000	30.169680	79.867428	24.340653	1.599933
383.000000	-79.657865	0.000000	-0.000052	-0.000032	-0.000601	-0.000561	-0.000040	0.021337	0.000659	0.000343	0.069932	0.219259	-0.039933	0.010693	0.206367	-0.173623	-0.146617	-0.167732	0.017177	0.084808	5.920651	0.000007	0.633706	0.000004	0.366283	0.556918	0.143197	0.076387	499.869891	11.617856	11.617872	11.617878	135.000000	30.169680	79.867428	24.340653	1.599933
384.000000	-79.657917	0.000000	-0.000047	-0.000032	-0.000601	-0.000561	-0.000040	0.021339	0.000659	0.000343	0.069929	0.219229	-0.039864	0.010677	0.206362	-0.173624	-0.146639	-0.167730	0.016941	0.085667	5.927531	0.000007	0.634339	0.000004	0.365651	0.557157	0.143086	0.076362	500.050176	11.617839	11.617854	11.617861	135.000000	29.771575	79.815244	24.328998	1.598703
385.000000	-79.657967	0.000000	-0.000047	-0.000032	-0.000601	-0.000561	-0.000040	0.021339	0.000659	0.000343	0.069929	0.219229	-0.039864	0.010677	0.206362	-0.173624	-0.146639	-0.167730	0.016941	0.085667	5.927531	0.000007	0.634966	0.000004	0.365023	0.557395	0.142975	0.076337	500.229219	11.617821	11.617837	11.617843	135.000000	29.771575	79.815244	24.328998	1.598703
386.000000	-79.658016	0.000000	-0.000047	-0.000032	-0.000601	-0.000561	-0.000040	0.021339	0.000659	0.000343	0.069929	0.219229	-0.039864	0.010677	0.206362	-0.173624	-0.146639	-0.167730	0.016941	0.085667	5.927531	0.000007	0.635590	0.000004	0.364399	0.557633	0.142866	0.076312	500.407029	11.617804	11.617819	11.617826	135.000000	29.771575	79.815244	24.328998	1.598703
387.000000	-79.658064	0.000000	-0.000047	-0.000032	-0.000601	-0.000561	-0.000040	0.021339	0.000659	0.000343	0.069929	0.219229	-0.039864	0.010677	0.206362	-0.173624	-0.146639	-0.167730	0.016941	0.085667	5.927531	0.000007	0.636209	0.000004	0.363780	0.557869	0.142758	0.076288	500.583618	11.617786	11.617802	11.617808	135.000000	29.771575	79.815244	24.328998	1.598703
388.000000	-79.658112	0.000000	-0.000044	-0.000032	-0.000601	-0.000561	-0.000040	0.021340	0.000660	0.000343	0.069925	0.219201	-0.039800	0.010662	0.206358	-0.173624	-0.146660	-0.167728	0.016714	0.086511	5.934160	0.000007	0.636824	0.000004	0.363165	0.558105	0.142651	0.076263	500.758995	11.617769	11.617784	11.617791	135.000000	29.381645	79.762458	24.317211	1.597457
389.000000	-79.658158	0.000000	-0.000044	-0.000032	-0.000601	-0.000561	-0.000040	0.021340	0.000660	0.000343	0.069925	0.219201	-0.039800	0.010662	0.206358	-0.173624	-0.146660	-0.167728	0.016714	0.086511	5.934160	0.000007	0.637435	0.000004	0.362554	0.558340	0.142545	0.076240	500.933168	11.617751	11.617767	11.617773	135.000000	29.381645	79.762458	24.317211	1.597457
390.000000	-79.658203	0.000000	-0.000044	-0.000032	-0.000601	-0.000561	-0.000040	0.021340	0.000660	0.000343	0.069925	0.219201	-0.039800	0.010662	0.206358	-0.173624	-0.146660	-0.167728	0.016714	0.086511	5.934160	0.000007	0.638041	0.000004	0.361948	0.558574	0.142440	0.076216	501.106150	11.617734	11.617749	11.617756	135.000000	29.381645	79.762458	24.317211	1.597457
391.000000	-79.658247	0.000000	-0.000044	-0.000032	-0.000601	-0.000561	-0.000040	0.021340	0.000660	0.000343	0.069925	0.219201	-0.039800	0.010662	0.206358	-0.173624	-0.146660	-0.167728	0.016714	0.086511	5.934160	0.000007	0.638644	0.000004	0.361346	0.558807	0.142337	0.076193	501.277951	11.617716	11.617732	11.617738	135.000000	29.381645	79.762458	24.317211	1.597457
392.000000	-79.658290	0.000000	-0.000040	-0.000032	-0.000600	-0.000560	-0.000040	0.021342	0.000660	0.000343	0.069922	0.219176	-0.039739	0.010648	0.206353	-0.173624	-0.146680	-0.167727	0.016494	0.087339	5.940546	0.000007	0.639242	0.000004	0.360747	0.559039	0.142234	0.076170	501.448578	11.617699	11.617714	11.617721	135.000000	28.999681	79.709082	24.305294	1.596198
393.000000	-79.658333	0.000000	-0.000040	-0.000032	-0.000600	-0.000560	-0.000040	0.021342	0.000660	0.000343	0.069922	0.219176	-0.039739	0.010648	0.206353	-0.173624	-0.146680	-0.167727	0.016494	0.087339	5.940546	0.000007	0.639836	0.000004	0.360153	0.559271	0.142133	0.076147	501.618042	11.617681	11.617697	11.617703	135.000000	28.999681	79.709082	24.305294	1.596198
394.000000	-79.658374	0.000000	-0.000040	-0.000032	-0.000600	-0.000560	-0.000040	0.021342	0.000660	0.000343	0.069922	0.219176	-0.039739	0.010648	0.206353	-0.173624	-0.146680	-0.167727	0.016494	0.087339	5.940546	0.000007	0.640426	0.000004	0.359563	0.559501	0.142033	0.076124	501.786354	11.617664	11.617679	11.617686	135.000000	28.999681	79.709082	24.305294	1.596198
395.000000	-79.658415	0.000000	-0.000040	-0.000032	-0.000600	-0.000560	-0.000040	0.021342	0.000660	0.000343	0.069922	0.219176	-0.039739	0.010648	0.206353	-0.173624	-0.146680	-0.167727	0.016494	0.087339	5.940546	0.000007	0.641012	0.000004	0.358978	0.559731	0.141934	0.076102	501.953522	11.617646	11.617662	11.617668	135.000000	28.999681	79.709082	24.305294	1.596198
396.000000	-79.658454	0.000000	-0.000036	-0.000032	-0.000600	-0.000560	-0.000040	0.021344	0.000660	0.000342	0.069919	0.219153	-0.039682	0.010635	0.206348	-0.173625	-0.146699	-0.167725	0.016283	0.088152	5.946696	0.000007	0.641593	0.000004	0.358396	0.559959	0.141835	0.076080	502.119556	11.617629	11.617644	11.617650	135.000000	28.625477	79.655129	24.293253	1.594924
397.000000	-79.658493	0.000000	-0.000036	-0.000032	-0.000600	-0.000560	-0.000040	0.021344	0.000660	0.000342	0.069919	0.219153	-0.039682	0.010635	0.206348	-0.173625	-0.146699	-0.167725	0.016283	0.088152	5.946696	0.000007	0.642171	0.000004	0.357818	0.560187	0.141738	0.076058	502.284465	11.617611	11.617627	11.617633	135.000000	28.625477	79.655129	24.293253	1.594924
398.000000	-79.658531	0.000000	-0.000036	-0.000032	-0.000600	-0.000560	-0.000040	0.021344	0.000660	0.000342	0.069919	0.219153	-0.039682	0.010635	0.206348	-0.173625	-0.146699	-0.167725	0.016283	0.088152	5.946696	0.000007	0.642745	0.000004	0.357244	0.560414	0.141642	0.076036	502.448259	11.617594	11.617609	11.617615	135.000000	28.625477	79.655129	24.293253	1.594924
399.000000	-79.658568	0.000000	-0.000036	-0.000032	-0.000600	-0.000560	-0.000040	0.021344	0.000660	0.000342	0.069919	0.219153	-0.039682	0.010635	0.206348	-0.173625	-0.146699	-0.167725	0.016283	0.088152	5.946696	0.000007	0.643315	0.000004	0.356674	0.560640	0.141548	0.076015	502.610948	11.617576	11.617592	11.617598	135.000000	28.625477	79.655129	24.293253	1.594924
400.000000	-79.658604	0.000000	-0.000033	-0.000032	-0.000600	-0.000560	-0.000040	0.021346	0.000660	0.000342	0.069917	0.219131	-0.039629	0.010622	0.206343	-0.173625	-0.146718	-0.167724	0.016079	0.088949	5.952618	0.000007	0.643880	0.000004	0.356109	0.560865	0.141454	0.075993	502.772539	11.617559	11.617574	11.617580	135.000000	28.258835	79.600612	24.281089	1.593636
401.000000	-79.658639	0.000000	-0.000033	-0.000032	-0.000600	-0.000560	-0.000040	0.021346	0.000660	0.000342	0.069917	0.219131	-0.039629	0.010622	0.206343	-0.173625	-0.146718	-0.167724	0.016079	0.088949	5.952618	0.000007	0.644442	0.000004	0.355547	0.561089	0.141361	0.075972	502.933042	11.617541	11.617557	11.617563	135.000000	28.258835	79.600612	24.281089	1.593636
402.000000	-79.658674	0.000000	-0.000033	-0.000032	-0.000600	-0.000560	-0.000040	0.021346	0.000660	0.000342	0.069917	0.219131	-0.039629	0.010622	0.206343	-0.173625	-0.146718	-0.167724	0.016079	0.088949	5.952618	0.000007	0.645000	0.000004	0.354989	0.561312	0.141269	0.075952	503.092467	11.617524	11.617539	11.617545	135.000000	28.258835	79.600612	24.281089	1.593636
403.000000	-79.658708	0.000000	-0.000033	-0.000032	-0.000600	-0.000560	-0.000040	0.021346	0.000660	0.000342	0.069917	0.219131	-0.039629	0.010622	0.206343	-0.173625	-0.146718	-0.167724	0.016079	0.088949	5.952618	0.000007	0.645555	0.000004	0.354434	0.561534	0.141178	0.075931	503.250823	11.617506	11.617522	11.617528	135.000000	28.258835	79.600612	24.281089	1.593636
404.000000	-79.658740	0.000000	-0.000030	-0.000032	-0.000600	-0.000560	-0.000040	0.021348	0.000660	0.000342	0.069915	0.219112	-0.039579	0.010611	0.206338	-0.173626	-0.146735	-0.167723	0.015882	0.089731	5.958320	0.000007	0.646105	0.000004	0.353884	0.561755	0.141088	0.075911	503.408118	11.617488	11.617504	11.617510	135.000000	27.899567	79.545544	24.268806	1.592335
405.000000	-79.658773	0.000000	-0.000030	-0.000032	-0.000600	-0.000560	-0.000040	0.021348	0.000660	0.000342	0.069915	0.219112	-0.039579	0.010611	0.206338	-0.173626	-0.146735	-0.167723	0.015882	0.089731	5.958320	0.000007	0.646651	0.000004	0.353338	0.561976	0.140999	0.075891	503.564361	11.617471	11.617486	11.617493	135.000000	27.899567	79.545544	24.268806	1.592335
406.000000	-79.658804	0.000000	-0.000030	-0.000032	-0.000600	-0.000560	-0.000040	0.021348	0.000660	0.000342	0.069915	0.219112	-0.039579	0.010611	0.206338	-0.173626	-0.146735	-0.167723	0.015882	0.089731	5.958320	0.000007	0.647194	0.000004	0.352795	0.562195	0.140911	0.075871	503.719561	11.617453	11.617469	11.617475	135.000000	27.899567	79.545544	24.268806	1.592335
407.000000	-79.658835	0.000000	-0.000030	-0.000032	-0.000600	-0.000560	-0.000040	0.021348	0.000660	0.000342	0.069915	0.219112	-0.039579	0.010611	0.206338	-0.173626	-0.146735	-0.167723	0.015882	0.089731	5.958320	0.000007	0.647733	0.000004	0.352256	0.562413	0.140824	0.075851	503.873727	11.617436	11.617451	11.617458	135.000000	27.899567	79.545544	24.268806	1.592335
408.000000	-79.658865	0.000000	-0.000027	-0.000032	-0.000600	-0.000560	-0.000040	0.021349	0.000660	0.000342	0.069912	0.219095	-0.039533	0.010600	0.206334	-0.173626	-0.146752	-0.167722	0.015692	0.090497	5.963808	0.000007	0.648268	0.000004	0.351721	0.562630	0.140738	0.075832	504.026867	11.617418	11.617434	11.617440	135.000000	27.547489	79.489936	24.256408	1.591020
409.000000	-79.658894	0.000000	-0.000027	-0.000032	-0.000600	-0.000560	-0.000040	0.021349	0.000660	0.000342	0.069912	0.219095	-0.039533	0.010600	0.206334	-0.173626	-0.146752	-0.167722	0.015692	0.090497	5.963808	0.000007	0.648800	0.000004	0.351189	0.562847	0.140653	0.075813	504.178990	11.617401	11.617416	11.617422	135.000000	27.547489	79.489936	24.256408	1.591020
410.000000	-79.658922	0.000000	-0.000027	-0.000032	-0.000600	-0.000560	-0.000040	0.021349	0.000660	0.000342	0.069912	0.219095	-0.039533	0.010600	0.206334	-0.173626	-0.146752	-0.167722	0.015692	0.090497	5.963808	0.000007	0.649328	0.000004	0.350661	0.563062	0.140569	0.075794	504.330104	11.617383	11.617399	11.617405	135.000000	27.547489	79.489936	24.256408	1.591020
411.000000	-79.658950	0.000000	-0.000027	-0.000032	-0.000600	-0.000560	-0.000040	0.021349	0.000660	0.000342	0.069912	0.219095	-0.039533	0.010600	0.206334	-0.173626	-0.146752	-0.167722	0.015692	0.090497	5.963808	0.000007	0.649852	0.000004	0.350137	0.563277	0.140485	0.075775	504.480219	11.617366	11.617381	11.617387	135.000000	27.547489	79.489936	24.256408	1.591020
412.000000	-79.658977	0.000000	-0.000025	-0.000032	-0.000600	-0.000560	-0.000040	0.021351	0.000660	0.000342	0.069910	0.219079	-0.039489	0.010589	0.206329	-0.173626	-0.146768	-0.167720	0.015508	0.091247	5.969090	0.000007	0.650372	0.000004	0.349617	0.563490	0.140403	0.075756	504.629342	11.617348	11.617364	11.617370	135.000000	27.202421	79.433800	24.243897	1.589693
413.000000	-79.659003	0.000000	-0.000025	-0.000032	-0.000600	-0.000560	-0.000040	0.021351	0.000660	0.000342	0.069910	0.219079	-0.039489	0.010589	0.206329	-0.173626	-0.146768	-0.167720	0.015508	0.091247	5.969090	0.000007	0.650889	0.000004	0.349100	0.563702	0.140321	0.075738	504.777481	11.617331	11.617346	11.617352	135.000000	27.202421	79.433800	24.243897	1.589693
414.000000	-79.659029	0.000000	-0.000025	-0.000032	-0.000600	-0.000560	-0.000040	0.021351	0.000660	0.000342	0.069910	0.219079	-0.039489	0.010589	0.206329	-0.173626	-0.146768	-0.167720	0.015508	0.091247	5.969090	0.000007	0.651402	0.000004	0.348587	0.563914	0.140241	0.075720	504.924646	11.617313	11.617328	11.617335	135.000000	27.202421	79.433800	24.243897	1.589693
415.000000	-79.659054	0.000000	-0.000025	-0.000032	-0.000600	-0.000560	-0.000040	0.021351	0.000660	0.000342	0.069910	0.219079	-0.039489	0.010589	0.206329	-0.173626	-0.146768	-0.167720	0.015508	0.091247	5.969090	0.000007	0.651912	0.000004	0.348077	0.564124	0.140161	0.075702	505.070844	11.617296	11.617311	11.617317	135.000000	27.202421	79.433800	24.243897	1.589693
416.000000	-79.659079	0.000000	-0.000022	-0.000032	-0.000600	-0.000560	-0.000040	0.021353	0.000661	0.000342	0.069909	0.219065	-0.039449	0.010579	0.206324	-0.173626	-0.146784	-0.167719	0.015331	0.091982	5.974172	0.000007	0.652418	0.000004	0.347571	0.564334	0.140082	0.075684	505.216082	11.617278	11.617293	11.617300	135.000000	26.864192	79.377148	24.231277	1.588353
417.000000	-79.659102	0.000000	-0.000022	-0.000032	-0.000600	-0.000560	-0.000040	0.021353	0.000661	0.000342	0.069909	0.219065	-0.039449	0.010579	0.206324	-0.173626	-0.146784	-0.167719	0.015331	0.091982	5.974172	0.000007	0.652921	0.000004	0.347068	0.564542	0.140004	0.075667	505.360370	11.617260	11.617276	11.617282	135.000000	26.864192	79.377148	24.231277	1.588353
418.000000	-79.659125	0.000000	-0.000022	-0.000032	-0.000600	-0.000560	-0.000040	0.021353	0.000661	0.000342	0.069909	0.219065	-0.039449	0.010579	0.206324	-0.173626	-0.146784	-0.167719	0.015331	0.091982	5.974172	0.000007	0.653420	0.000004	0.346569	0.564749	0.139927	0.075649	505.503715	11.617243	11.617258	11.617264	135.000000	26.864192	79.377148	24.231277	1.588353
419.000000	-79.659148	0.000000	-0.000022	-0.000032	-0.000600	-0.000560	-0.000040	0.021353	0.000661	0.000342	0.069909	0.219065	-0.039449	0.010579	0.206324	-0.173626	-0.146784	-0.167719	0.015331	0.091982	5.974172	0.000007	0.653915	0.000004	0.346074	0.564956	0.139850	0.075632	505.646126	11.617225	11.617241	11.617247	135.000000	26.864192	79.377148	24.231277	1.588353
420.000000	-79.659170	0.000000	-0.000020	-0.000032	-0.000600	-0.000560	-0.000040	0.021355	0.000661	0.000342	0.069907	0.219052	-0.039411	0.010570	0.206320	-0.173627	-0.146798	-0.167718	0.015161	0.092700	5.979061	0.000007	0.654407	0.000004	0.345581	0.565161	0.139775	0.075615	505.787609	11.617208	11.617223	11.617229	135.000000	26.532633	79.319990	24.218550	1.587001
421.000000	-79.659191	0.000000	-0.000020	-0.000032	-0.000600	-0.000560	-0.000040	0.021355	0.000661	0.000342	0.069907	0.219052	-0.039411	0.010570	0.206320	-0.173627	-0.146798	-0.167718	0.015161	0.092700	5.979061	0.000007	0.654896	0.000004	0.345093	0.565365	0.139700	0.075598	505.928173	11.617190	11.617206	11.617212	135.000000	26.532633	79.319990	24.218550	1.587001
422.000000	-79.659212	0.000000	-0.000020	-0.000032	-0.000600	-0.000560	-0.000040	0.021355	0.000661	0.000342	0.069907	0.219052	-0.039411	0.010570	0.206320	-0.173627	-0.146798	-0.167718	0.015161	0.092700	5.979061	0.000007	0.655381	0.000004	0.344607	0.565569	0.139626	0.075582	506.067827	11.617173	11.617188	11.617194	135.000000	26.532633	79.319990	24.218550	1.587001
423.000000	-79.659232	0.000000	-0.000020	-0.000032	-0.000600	-0.000560	-0.000040	0.021355	0.000661	0.000342	0.069907	0.219052	-0.039411	0.010570	0.206320	-0.173627	-0.146798	-0.167718	0.015161	0.092700	5.979061	0.000007	0.655863	0.000004	0.344126	0.565771	0.139553	0.075565	506.206576	11.617155	11.617170	11.617177	135.000000	26.532633	79.319990	24.218550	1.587001
424.000000	-79.659251	0.000000	-0.000018	-0.000032	-0.000600	-0.000560	-0.000040	0.021356	0.000661	0.000342	0.069906	0.219041	-0.039375	0.010561	0.206315	-0.173627	-0.146812	-0.167717	0.014996	0.093403	5.983764	0.000007	0.656342	0.000004	0.343647	0.565972	0.139481	0.075549	506.344430	11.617138	11.617153	11.617159	135.000000	26.207583	79.262337	24.205720	1.585637
425.000000	-79.659270	0.000000	-0.000018	-0.000032	-0.000600	-0.000560	-0.000040	0.021356	0.000661	0.000342	0.069906	0.219041	-0.039375	0.010561	0.206315	-0.173627	-0.146812	-0.167717	0.014996	0.093403	5.983764	0.000007	0.656817	0.000004	0.343172	0.566172	0.139410	0.075533	506.481395	11.617120	11.617135	11.617141	135.000000	26.207583	79.262337	24.205720	1.585637
426.000000	-79.659289	0.000000	-0.000018	-0.000032	-0.000600	-0.000560	-0.000040	0.021356	0.000661	0.000342	0.069906	0.219041	-0.039375	0.010561	0.206315	-0.173627	-0.146812	-0.167717	0.014996	0.093403	5.983764	0.000007	0.657289	0.000004	0.342700	0.566371	0.139339	0.075517	506.617479	11.617102	11.617118	11.617124	135.000000	26.207583	79.262337	24.205720	1.585637
427.000000	-79.659307	0.000000	-0.000018	-0.000032	-0.000600	-0.000560	-0.000040	0.021356	0.000661	0.000342	0.069906	0.219041	-0.039375	0.010561	0.206315	-0.173627	-0.146812	-0.167717	0.014996	0.093403	5.983764	0.000007	0.657758	0.000004	0.342231	0.566569	0.139269	0.075502	506.752690	11.617085	11.617100	11.617106	135.000000	26.207583	79.262337	24.205720	1.585637
428.000000	-79.659324	0.000000	-0.000015	-0.000032	-0.000600	-0.000560	-0.000040	0.021358	0.000661	0.000342	0.069904	0.219031	-0.039342	0.010553	0.206310	-0.173627	-0.146826	-0.167716	0.014837	0.094089	5.988285	0.000007	0.658223	0.000004	0.341766	0.566766	0.139200	0.075486	506.887034	11.617067	11.617082	11.617089	135.000000	25.888886	79.204200	24.192789	1.584261
429.000000	-79.659341	0.000000	-0.000015	-0.000032	-0.000600	-0.000560	-0.000040	0.021358	0.000661	0.000342	0.069904	0.219031	-0.039342	0.010553	0.206310	-0.173627	-0.146826	-0.167716	0.014837	0.094089	5.988285	0.000007	0.658685	0.000004	0.341304	0.566963	0.139131	0.075471	507.020520	11.617050	11.617065	11.617071	135.000000	25.888886	79.204200	24.192789	1.584261
430.000000	-79.659357	0.000000	-0.000015	-0.000032	-0.000600	-0.000560	-0.000040	0.021358	0.000661	0.000342	0.069904	0.219031	-0.039342	0.010553	0.206310	-0.173627	-0.146826	-0.167716	0.014837	0.094089	5.988285	0.000007	0.659144	0.000004	0.340845	0.567157	0.139064	0.075456	507.153155	11.617032	11.617047	11.617054	135.000000	25.888886	79.204200	24.192789	1.584261
431.000000	-79.659373	0.000000	-0.000015	-0.000032	-0.000600	-0.000560	-0.000040	0.021358	0.000661	0.000342	0.069904	0.219031	-0.039342	0.010553	0.206310	-0.173627	-0.146826	-0.167716	0.014837	0.094089	5.988285	0.000007	0.659599	0.000004	0.340389	0.567351	0.138997	0.075441	507.284945	11.617015	11.617030	11.617036	135.000000	25.888886	79.204200	24.192789	1.584261
432.000000	-79.659388	0.000000	-0.000014	-0.000032	-0.000599	-0.000559	-0.000040	0.021360	0.000661	0.000342	0.069903	0.219022	-0.039311	0.010545	0.206306	-0.173628	-0.146839	-0.167716	0.014684	0.094760	5.992632	0.000007	0.660052	0.000004	0.339937	0.567544	0.138930	0.075426	507.415898	11.616997	11.617012	11.617018	135.000000	25.576389	79.145589	24.179759	1.582874
433.000000	-79.659403	0.000000	-0.000014	-0.000032	-0.000599	-0.000559	-0.000040	0.021360	0.000661	0.000342	0.069903	0.219022	-0.039311	0.010545	0.206306	-0.173628	-0.146839	-0.167716	0.014684	0.094760	5.992632	0.000007	0.660501	0.000004	0.339488	0.567736	0.138865	0.075411	507.546021	11.616979	11.616995	11.617001	135.000000	25.576389	79.145589	24.179759	1.582874
434.000000	-79.659418	0.000000	-0.000014	-0.000032	-0.000599	-0.000559	-0.000040	0.021360	0.000661	0.000342	0.069903	0.219022	-0.039311	0.010545	0.206306	-0.173628	-0.146839	-0.167716	0.014684	0.094760	5.992632	0.000007	0.660947	0.000004	0.339041	0.567927	0.138800	0.075397	507.675322	11.616962	11.616977	11.616983	135.000000	25.576389	79.145589	24.179759	1.582874
435.000000	-79.659432	0.000000	-0.000014	-0.000032	-0.000599	-0.000559	-0.000040	0.021360	0.000661	0.000342	0.069903	0.219022	-0.039311	0.010545	0.206306	-0.173628	-0.146839	-0.167716	0.014684	0.094760	5.992632	0.000007	0.661390	0.000004	0.338598	0.568117	0.138736	0.075383	507.803807	11.616944	11.616959	11.616966	135.000000	25.576389	79.145589	24.179759	1.582874
436.000000	-79.659445	0.000000	-0.000012	-0.000032	-0.000599	-0.000559	-0.000040	0.021362	0.000661	0.000342	0.069902	0.219014	-0.039283	0.010537	0.206301	-0.173628	-0.146851	-0.167715	0.014536	0.095414	5.996810	0.000007	0.661830	0.000004	0.338159	0.568305	0.138673	0.075369	507.931482	11.616927	11.616942	11.616948	135.000000	25.269946	79.086513	24.166635	1.581476
437.000000	-79.659458	0.000000	-0.000012	-0.000032	-0.000599	-0.000559	-0.000040	0.021362	0.000661	0.000342	0.069902	0.219014	-0.039283	0.010537	0.206301	-0.173628	-0.146851	-0.167715	0.014536	0.095414	5.996810	0.000007	0.662267	0.000004	0.337722	0.568493	0.138610	0.075355	508.058355	11.616909	11.616924	11.616930	135.000000	25.269946	79.086513	24.166635	1.581476
438.000000	-79.659470	0.000000	-0.000012	-0.000032	-0.000599	-0.000559	-0.000040	0.021362	0.000661	0.000342	0.069902	0.219014	-0.039283	0.010537	0.206301	-0.173628	-0.146851	-0.167715	0.014536	0.095414	5.996810	0.000008	0.662701	0.000004	0.337288	0.568679	0.138548	0.075341	508.184434	11.616892	11.616907	11.616913	135.000000	25.269946	79.086513	24.166635	1.581476
439.000000	-79.659482	0.000000	-0.000012	-0.000032	-0.000599	-0.000559	-0.000040	0.021362	0.000661	0.000342	0.069902	0.219014	-0.039283	0.010537	0.206301	-0.173628	-0.146851	-0.167715	0.014536	0.095414	5.996810	0.000008	0.663131	0.000004	0.336857	0.568865	0.138487	0.075327	508.309724	11.616874	11.616889	11.616895	135.000000	25.269946	79.086513	24.166635	1.581476
440.000000	-79.659494	0.000000	-0.000010	-0.000032	-0.000599	-0.000559	-0.000040	0.021363	0.000661	0.000342	0.069901	0.219008	-0.039256	0.010530	0.206297	-0.173628	-0.146862	-0.167714	0.014394	0.096053	6.000825	0.000008	0.663559	0.000004	0.336430	0.569049	0.138426	0.075314	508.434232	11.616856	11.616871	11.616878	135.000000	24.969413	79.026984	24.153417	1.580067
441.000000	-79.659505	0.000000	-0.000010	-0.000032	-0.000599	-0.000559	-0.000040	0.021363	0.000661	0.000342	0.069901	0.219008	-0.039256	0.010530	0.206297	-0.173628	-0.146862	-0.167714	0.014394	0.096053	6.000825	0.000008	0.663984	0.000004	0.336005	0.569233	0.138366	0.075301	508.557965	11.616839	11.616854	11.616860	135.000000	24.969413	79.026984	24.153417	1.580067
442.000000	-79.659516	0.000000	-0.000010	-0.000032	-0.000599	-0.000559	-0.000040	0.021363	0.000661	0.000342	0.069901	0.219008	-0.039256	0.010530	0.206297	-0.173628	-0.146862	-0.167714	0.014394	0.096053	6.000825	0.000008	0.664405	0.000004	0.335583	0.569415	0.138307	0.075288	508.680930	11.616821	11.616836	11.616842	135.000000	24.969413	79.026984	24.153417	1.580067
443.000000	-79.659526	0.000000	-0.000010	-0.000032	-0.000599	-0.000559	-0.000040	0.021363	0.000661	0.000342	0.069901	0.219008	-0.039256	0.010530	0.206297	-0.173628	-0.146862	-0.167714	0.014394	0.096053	6.000825	0.000008	0.664824	0.000004	0.335164	0.569596	0.138248	0.075275	508.803133	11.616804	11.616819	11.616825	135.000000	24.969413	79.026984	24.153417	1.580067
444.000000	-79.659536	0.000000	-0.000009	-0.000032	-0.000599	-0.000559	-0.000040	0.021365	0.000661	0.000342	0.069901	0.219002	-0.039231	0.010524	0.206292	-0.173628	-0.146874	-0.167713	0.014256	0.096676	6.004681	0.000008	0.665240	0.000004	0.334749	0.569776	0.138190	0.075262	508.924580	11.616786	11.616801	11.616807	135.000000	24.674651	78.967009	24.140110	1.578647
